task_id,project_id,sprint_id,task_title,task_type,priority_moscow,assignee_role,experience_years,team_size,sprint_length_days,story_points,estimated_hours,actual_hours,dependencies_count,blockers_count,requirement_changes,communication_volume,sentiment_score,ai_suggestion_used,ai_acceptance_rate,override_requested,status,task_success,success_probability
15555,214,7,Improve error handling,Bug,Should,Developer,3.3,3,14,1,6.9,6.2,2,1,0,10,-0.12,0,0.61,0,In Progress,0,0.742
15556,437,25,Update test suite,Feature,Could,QA,5.3,9,10,2,3.6,4.4,1,2,0,19,-0.28,0,0.26,0,Done,1,0.619
15557,332,2,Update error handling,Feature,Must,Developer,4.2,3,14,5,13.2,16.3,2,0,2,0,-0.24,1,0.72,0,In Progress,0,0.717
15558,101,7,Refactor documentation,Bug,Should,DevOps,4.0,6,10,2,6.4,8.9,3,2,0,14,-0.02,0,0.26,0,Done,1,0.521
15559,264,26,Refactor UI component,Bug,Should,Developer,1.3,5,21,2,4.7,5.4,0,0,0,0,0.18,0,0.47,0,Done,1,0.804
15560,354,27,Implement UI component,Refactor,Must,Developer,0.4,9,10,5,14.4,19.1,1,0,1,26,0.91,1,0.74,1,Done,1,0.7
15561,39,7,Investigate test suite,Chore,Must,PM,4.1,6,21,3,4.3,5.2,2,2,2,8,1.0,0,0.26,0,Done,1,0.582
15562,382,8,Optimize error handling,Bug,Could,Developer,0.7,4,14,2,3.2,4.4,1,1,1,15,0.35,1,0.82,0,Done,1,0.66
15563,101,35,Remove login flow,Feature,Should,Developer,4.3,6,14,1,4.2,5.9,1,1,0,23,-0.4,0,0.04,0,Done,1,0.649
15564,148,1,Implement error handling,Refactor,Should,QA,2.1,12,14,5,16.1,11.7,0,0,1,26,-0.02,0,0.72,0,Done,1,0.845
15565,209,10,Optimize caching layer,Feature,Should,QA,0.0,4,14,5,12.6,16.5,0,0,0,26,0.1,0,0.53,0,Done,1,0.767
15566,253,39,Refactor caching layer,Chore,Should,Developer,4.2,4,14,1,2.6,3.0,1,2,0,16,-0.07,1,0.79,0,In Progress,0,0.658
15567,459,22,Remove database query,Bug,Could,Developer,5.7,7,10,1,1.0,1.4,0,2,1,27,0.48,1,0.61,1,In Progress,0,0.565
15568,112,2,Optimize API endpoint,Spike,Could,Developer,3.0,6,14,3,10.2,12.8,1,0,2,43,0.3,1,0.96,0,Done,1,0.73
15569,128,36,Improve deployment script,Feature,Should,DevOps,3.1,8,21,2,9.2,13.8,2,0,0,24,0.17,1,0.64,0,Done,1,0.717
15570,190,14,Refactor test suite,Refactor,Must,QA,5.3,4,14,8,20.2,21.6,0,0,1,18,-0.03,1,0.85,0,Done,1,0.817
15571,429,29,Fix documentation,Bug,Must,Developer,4.2,7,14,8,24.8,22.9,0,1,0,12,0.18,1,0.91,0,Done,1,0.799
15572,483,26,Add login flow,Feature,Could,Developer,3.9,6,10,3,5.1,4.8,0,1,0,30,-0.5,1,0.97,0,Done,1,0.777
15573,228,15,Add database query,Bug,Should,Developer,1.5,7,10,5,18.1,16.9,0,1,0,21,0.26,0,0.15,0,Done,1,0.76
15574,347,15,Improve deployment script,Feature,Should,Developer,3.2,11,14,2,11.6,14.6,0,1,0,40,-0.02,0,0.42,0,In Progress,0,0.701
15575,459,23,Implement deployment script,Feature,Must,Developer,2.6,7,10,8,24.6,33.7,0,0,2,25,0.33,1,0.84,0,Done,1,0.744
15576,424,16,Add error handling,Bug,Could,Developer,3.6,4,14,2,3.6,2.7,0,0,2,2,-0.16,0,0.0,0,Done,1,0.813
15577,341,7,Create error handling,Feature,Must,Developer,2.3,7,10,8,23.6,26.7,1,0,0,22,0.9,1,0.69,0,Done,1,0.8
15578,271,29,Refactor login flow,Bug,Could,Developer,0.2,3,14,3,9.6,11.6,1,2,0,22,-0.05,1,0.48,0,Done,1,0.611
15579,493,27,Update caching layer,Bug,Should,Developer,0.0,6,21,2,7.6,7.5,1,0,1,20,0.29,0,0.2,0,Done,1,0.78
15580,120,25,Add permission check,Feature,Could,Developer,1.2,11,7,5,12.5,13.6,3,1,0,37,1.0,1,1.0,0,Done,1,0.687
15581,182,30,Create test suite,Feature,Must,Developer,7.4,4,14,1,1.9,2.3,0,1,2,16,0.88,0,0.41,0,Done,1,0.727
15582,357,21,Implement documentation,Bug,Should,DevOps,1.7,11,21,8,26.4,25.0,1,0,2,30,0.6,1,1.0,0,Done,1,0.801
15583,11,38,Implement API endpoint,Bug,Could,Developer,3.8,11,10,3,10.2,10.5,2,0,1,17,-0.24,0,0.11,0,Done,1,0.746
15584,251,36,Fix error handling,Bug,Must,Designer,0.0,12,10,5,13.4,13.1,0,0,0,19,0.01,0,0.11,0,Done,1,0.801
15585,428,40,Improve API endpoint,Feature,Should,Developer,1.9,3,7,2,10.5,10.6,0,1,1,7,0.52,1,0.87,0,Done,1,0.757
15586,89,5,Implement deployment script,Bug,Must,QA,5.9,6,10,8,23.0,34.5,3,2,1,9,1.0,0,0.01,0,To Do,0,0.498
15587,402,5,Update error handling,Feature,Should,Developer,1.6,10,14,2,1.8,1.8,2,1,0,18,0.31,0,0.28,0,Done,1,0.712
15588,207,19,Add login flow,Feature,Should,QA,5.4,4,14,2,3.9,4.9,2,1,0,21,-0.17,1,0.56,1,In Progress,0,0.634
15589,431,28,Create UI component,Refactor,Could,Developer,0.5,8,14,8,28.1,32.1,1,1,0,27,-0.49,1,0.77,0,Done,1,0.704
15590,318,10,Add database query,Refactor,Could,Developer,3.0,11,7,8,26.5,29.4,1,0,0,17,-0.13,0,0.23,0,Done,1,0.772
15591,79,5,Update caching layer,Feature,Won't,DevOps,3.7,3,14,5,16.5,18.5,1,0,0,10,-0.41,1,0.62,0,Done,1,0.787
15592,368,2,Investigate documentation,Feature,Should,Designer,3.7,10,14,2,8.4,9.3,0,0,1,16,-0.02,0,0.43,0,Done,1,0.793
15593,29,23,Optimize error handling,Bug,Should,QA,5.0,7,14,1,4.5,7.6,1,3,2,13,0.92,1,0.71,0,Blocked,0,0.432
15594,122,40,Optimize login flow,Bug,Should,Developer,3.6,9,14,8,22.0,21.2,0,1,0,1,0.57,0,0.64,0,Done,1,0.789
15595,445,19,Fix caching layer,Refactor,Could,Developer,2.7,5,10,3,6.6,7.9,2,1,0,16,-0.99,0,0.24,0,Done,1,0.645
15596,438,30,Create caching layer,Chore,Could,Developer,3.9,6,14,8,22.4,21.6,1,0,1,35,-0.96,1,0.89,0,Blocked,0,0.784
15597,24,3,Improve deployment script,Feature,Must,DevOps,1.0,3,10,3,10.2,17.7,1,1,1,22,-0.45,0,0.0,0,To Do,0,0.525
15598,190,9,Remove login flow,Chore,Should,Developer,1.4,4,14,3,10.6,12.6,2,1,0,13,-0.55,1,0.78,0,Done,1,0.676
15599,48,28,Investigate API endpoint,Spike,Must,Developer,1.8,10,14,5,17.7,26.3,0,0,1,35,-0.34,0,0.19,1,Done,1,0.646
15600,136,17,Refactor error handling,Spike,Must,DevOps,0.0,7,10,3,13.4,34.0,1,4,1,15,-0.61,0,0.14,0,Blocked,0,0.156
15601,484,2,Update UI component,Feature,Could,Developer,0.0,12,14,8,27.3,39.0,0,1,1,8,-0.5,1,0.64,0,Done,1,0.646
15602,98,10,Optimize deployment script,Spike,Should,QA,0.8,4,7,2,9.1,15.7,0,2,0,1,0.31,0,0.32,1,In Progress,0,0.468
15603,321,32,Update caching layer,Feature,Should,Developer,1.7,4,14,1,4.0,4.8,2,0,0,20,-0.89,0,0.26,0,To Do,0,0.722
15604,403,28,Investigate permission check,Feature,Must,Developer,3.1,8,10,1,2.6,2.8,0,1,0,14,1.0,1,0.63,0,Done,1,0.773
15605,441,33,Refactor UI component,Bug,Must,Developer,5.5,12,14,8,24.4,20.8,1,1,2,12,0.77,1,1.0,0,Done,1,0.774
15606,178,15,Fix deployment script,Feature,Should,Developer,0.2,3,7,5,13.2,16.6,0,0,1,38,-0.25,0,0.11,0,Done,1,0.716
15607,349,38,Fix caching layer,Feature,Must,Developer,2.5,12,10,1,1.0,1.2,0,1,0,19,0.03,1,0.39,0,In Progress,0,0.723
15608,242,37,Improve API endpoint,Feature,Should,Developer,2.0,6,14,8,28.3,39.8,2,0,2,24,-0.67,1,0.8,0,In Progress,0,0.667
15609,54,15,Optimize caching layer,Refactor,Should,Developer,5.0,12,14,8,22.9,20.0,0,0,2,30,0.81,1,0.7,0,Done,1,0.83
15610,112,9,Refactor UI component,Bug,Should,Developer,2.2,8,14,3,8.9,6.9,2,1,0,21,0.72,1,1.0,0,In Progress,0,0.784
15611,375,39,Refactor error handling,Refactor,Must,Developer,1.7,6,14,3,9.3,16.1,1,1,0,24,0.38,1,0.54,0,Done,1,0.604
15612,344,14,Refactor UI component,Bug,Must,QA,4.8,12,14,1,3.0,2.2,0,1,0,31,0.45,1,0.75,0,Done,1,0.822
15613,261,20,Add documentation,Feature,Must,Developer,3.0,3,21,8,22.3,20.9,1,1,0,4,0.29,1,0.56,0,In Progress,0,0.769
15614,391,38,Add login flow,Bug,Should,PM,2.2,10,14,3,6.7,7.6,0,1,1,27,0.55,0,0.0,0,Done,1,0.711
15615,346,11,Fix API endpoint,Refactor,Could,Designer,2.9,5,7,8,19.2,26.6,0,2,0,0,0.54,0,0.16,1,Done,1,0.556
15616,170,36,Create test suite,Feature,Should,QA,6.1,5,10,5,15.7,22.0,1,2,1,10,-0.36,1,1.0,0,In Progress,0,0.591
15617,147,7,Add UI component,Documentation,Could,Developer,0.0,12,10,5,18.8,15.6,1,0,0,24,0.24,0,0.39,0,To Do,0,0.814
15618,473,12,Fix API endpoint,Bug,Could,Developer,4.1,3,14,2,6.7,7.2,2,1,0,20,-0.6,1,0.98,0,In Progress,0,0.718
15619,486,16,Refactor deployment script,Refactor,Must,Developer,4.5,6,14,5,13.1,14.5,2,1,0,20,0.53,1,0.99,0,Done,1,0.737
15620,16,20,Investigate login flow,Bug,Should,QA,0.0,11,14,2,5.3,5.0,1,0,0,21,0.34,1,0.86,0,Done,1,0.816
15621,396,10,Fix deployment script,Refactor,Should,Developer,3.7,11,14,2,7.3,8.8,1,1,3,22,0.75,1,0.59,1,In Progress,0,0.616
15622,67,36,Add error handling,Refactor,Should,Developer,2.6,7,10,8,25.8,31.9,0,1,0,9,-0.82,0,0.58,1,In Progress,0,0.658
15623,431,27,Investigate login flow,Chore,Could,QA,4.0,4,10,1,1.2,1.1,0,0,2,11,0.18,0,0.37,0,Done,1,0.804
15624,295,27,Optimize API endpoint,Feature,Should,Developer,1.1,3,14,3,6.0,5.5,2,0,0,11,-0.05,1,0.58,1,Done,1,0.753
15625,344,30,Investigate database query,Feature,Should,DevOps,4.8,4,10,2,3.5,4.6,1,1,3,19,0.6,1,0.65,0,Done,1,0.645
15626,351,26,Improve documentation,Feature,Must,QA,4.9,6,14,2,7.2,7.5,0,1,1,10,0.97,1,1.0,0,Done,1,0.783
15627,303,26,Improve login flow,Documentation,Must,Developer,0.9,8,14,2,2.5,1.5,2,1,0,13,-0.6,1,0.7,0,Done,1,0.774
15628,126,27,Implement API endpoint,Feature,Must,Developer,1.9,11,14,3,6.8,9.5,2,1,0,5,0.96,1,0.85,1,Done,1,0.623
15629,404,29,Refactor error handling,Feature,Must,QA,0.0,12,7,3,8.8,12.7,1,1,1,21,-0.19,0,0.16,0,To Do,0,0.593
15630,278,37,Create database query,Feature,Should,QA,6.4,5,14,2,10.2,15.2,2,2,1,0,0.65,1,0.67,0,Done,1,0.559
15631,273,8,Fix test suite,Bug,Must,DevOps,6.5,11,14,3,7.6,8.9,1,1,1,8,-0.07,1,0.4,0,Done,1,0.706
15632,160,21,Investigate UI component,Spike,Must,Developer,2.9,4,14,3,11.0,15.7,3,0,0,14,0.72,1,0.83,0,Done,1,0.715
15633,6,8,Fix API endpoint,Refactor,Should,Developer,5.0,9,21,5,11.7,15.4,2,1,0,14,0.42,1,0.88,0,Done,1,0.703
15634,278,8,Create API endpoint,Feature,Could,Developer,3.8,10,14,1,2.3,2.5,1,1,0,0,0.88,1,1.0,1,In Progress,0,0.725
15635,173,38,Investigate login flow,Chore,Must,Developer,2.3,10,14,1,1.0,0.9,1,0,1,3,0.03,1,0.41,0,In Progress,0,0.799
15636,330,19,Implement error handling,Documentation,Should,QA,1.7,5,7,8,24.6,18.5,0,1,1,29,0.79,1,0.65,0,Done,1,0.79
15637,183,29,Remove deployment script,Refactor,Must,QA,4.6,11,10,2,4.2,5.0,1,0,0,11,-1.0,1,0.62,1,Done,1,0.725
15638,487,30,Optimize API endpoint,Bug,Could,QA,4.5,8,14,3,9.5,10.4,2,1,0,20,0.43,0,0.34,0,Done,1,0.714
15639,341,2,Remove permission check,Refactor,Should,Developer,7.7,8,10,8,22.2,25.6,1,1,0,15,-0.08,1,0.59,0,In Progress,0,0.738
15640,228,20,Implement documentation,Refactor,Should,PM,2.7,6,10,5,18.5,14.2,0,0,0,26,-0.01,1,0.94,1,Done,1,0.828
15641,355,8,Investigate permission check,Chore,Should,Developer,5.5,11,14,13,38.2,28.9,1,1,0,20,-0.05,1,0.9,1,Done,1,0.768
15642,325,13,Remove API endpoint,Refactor,Could,Developer,2.8,5,10,8,23.3,32.5,2,1,1,24,0.17,1,0.66,0,Done,1,0.625
15643,311,8,Investigate API endpoint,Bug,Should,DevOps,0.7,5,21,3,7.8,8.4,0,0,2,28,-1.0,0,0.33,0,Done,1,0.75
15644,290,27,Implement caching layer,Feature,Could,Developer,3.3,7,14,5,15.3,20.6,1,1,1,32,-0.83,1,0.8,0,Done,1,0.644
15645,466,6,Refactor deployment script,Feature,Must,Developer,3.6,7,14,1,3.7,4.0,2,1,0,9,0.85,1,0.46,0,Done,1,0.725
15646,159,19,Fix deployment script,Feature,Should,Developer,3.8,10,14,3,6.9,12.3,0,4,2,27,0.24,1,0.73,0,Blocked,1,0.333
15647,217,13,Add caching layer,Refactor,Must,Developer,1.2,12,14,3,8.5,13.9,2,0,1,13,-0.21,0,0.36,0,Done,1,0.631
15648,127,39,Refactor test suite,Documentation,Must,Developer,4.0,5,14,1,4.1,3.0,0,1,1,18,-0.1,1,1.0,0,Done,1,0.808
15649,285,32,Improve caching layer,Feature,Should,Developer,0.0,8,14,3,12.6,15.1,0,1,0,2,0.25,0,0.65,1,In Progress,0,0.683
15650,494,15,Create API endpoint,Bug,Must,Developer,1.7,12,10,8,26.3,22.2,2,0,0,17,-0.7,1,0.63,0,Done,1,0.792
15651,305,12,Refactor UI component,Refactor,Must,DevOps,0.0,10,14,2,7.0,10.9,1,1,2,15,0.35,1,0.7,0,To Do,0,0.59
15652,104,29,Update documentation,Feature,Must,QA,4.3,12,14,5,18.2,18.5,1,2,0,18,0.43,1,0.9,0,Done,1,0.701
15653,461,26,Implement API endpoint,Bug,Must,QA,0.9,8,14,5,11.8,16.8,2,2,0,17,-0.59,1,0.79,0,Done,1,0.539
15654,396,23,Optimize error handling,Chore,Should,Designer,4.7,7,14,5,18.4,17.4,1,1,1,24,0.58,1,0.48,0,Done,1,0.753
15655,221,3,Implement caching layer,Feature,Must,Developer,4.0,11,14,2,6.3,10.5,3,1,0,6,0.33,0,0.19,0,In Progress,0,0.557
15656,74,4,Update test suite,Refactor,Could,Developer,0.0,10,14,1,1.5,2.2,2,1,1,22,0.49,0,0.53,0,Done,1,0.6
15657,202,26,Add permission check,Refactor,Must,QA,1.7,6,14,3,8.3,7.7,1,0,0,18,-1.0,0,0.2,0,Done,1,0.785
15658,403,19,Create database query,Refactor,Won't,Developer,2.9,4,21,2,8.1,8.0,3,0,1,25,0.01,0,0.36,0,Done,1,0.75
15659,289,34,Remove test suite,Feature,Should,PM,1.4,7,14,1,2.0,2.3,2,0,0,27,0.45,0,0.3,0,Done,1,0.754
15660,93,2,Create documentation,Feature,Should,Developer,3.6,4,21,2,6.2,9.1,3,2,0,8,0.77,0,0.0,0,Done,1,0.524
15661,80,8,Create login flow,Feature,Should,Developer,3.0,10,21,3,10.1,11.5,1,1,1,15,-0.07,0,0.44,0,Done,1,0.703
15662,484,32,Improve caching layer,Bug,Must,Developer,3.2,4,7,3,11.2,9.2,0,0,0,11,1.0,0,0.26,0,To Do,0,0.849
15663,224,40,Investigate permission check,Feature,Should,Developer,5.4,3,14,3,5.6,5.6,2,0,0,16,0.63,1,1.0,0,Done,1,0.819
15664,343,30,Remove error handling,Refactor,Must,QA,3.0,12,7,2,5.2,5.1,1,0,0,30,1.0,1,0.7,0,Done,1,0.818
15665,181,1,Fix deployment script,Bug,Could,DevOps,4.3,10,10,5,17.0,22.4,3,1,1,21,0.64,1,0.58,1,Done,1,0.577
15666,46,3,Fix UI component,Chore,Could,Developer,1.4,4,14,2,9.3,7.8,3,0,0,7,0.86,0,0.39,0,Done,1,0.794
15667,206,36,Implement permission check,Chore,Must,Developer,2.4,6,14,3,7.4,5.8,0,0,0,18,1.0,1,0.96,0,Done,1,0.87
15668,347,20,Refactor caching layer,Feature,Should,QA,0.0,8,10,8,28.3,41.8,3,0,1,5,-0.62,0,0.39,1,In Progress,0,0.562
15669,167,20,Update test suite,Feature,Must,Developer,2.1,10,14,3,9.4,19.0,4,1,2,30,-0.66,1,0.92,0,To Do,0,0.388
15670,302,39,Optimize documentation,Feature,Must,Developer,1.6,7,14,2,2.6,3.3,1,0,1,24,-0.2,0,0.11,0,Done,1,0.721
15671,220,10,Investigate error handling,Chore,Must,Developer,5.0,12,10,8,25.1,28.8,1,1,1,11,0.06,0,0.53,1,Done,1,0.658
15672,169,12,Create documentation,Bug,Should,Designer,4.2,12,7,5,14.3,16.0,1,0,1,17,-0.05,0,0.12,0,Done,1,0.756
15673,128,28,Fix deployment script,Feature,Could,Developer,4.2,5,14,1,1.1,1.9,2,1,1,16,0.61,1,0.43,1,Done,1,0.513
15674,131,37,Fix UI component,Refactor,Must,Developer,4.3,4,14,5,11.1,12.2,3,0,0,26,0.7,0,0.17,0,Done,1,0.755
15675,128,15,Refactor permission check,Feature,Should,Developer,2.3,10,10,1,2.8,4.9,4,1,0,19,0.03,0,0.01,0,Blocked,0,0.477
15676,360,7,Refactor documentation,Bug,Must,Developer,0.0,4,7,8,25.1,21.8,1,0,0,16,0.09,0,0.3,0,To Do,0,0.802
15677,169,3,Fix error handling,Bug,Should,Developer,0.0,6,14,13,39.7,69.7,2,4,0,19,0.9,1,0.61,0,Blocked,1,0.321
15678,371,1,Optimize database query,Feature,Must,Developer,2.8,7,14,8,23.1,35.6,0,3,0,26,0.69,0,0.07,0,Blocked,0,0.495
15679,156,15,Investigate database query,Chore,Must,Developer,2.4,5,14,13,35.7,53.6,0,3,1,3,0.34,0,0.0,0,Blocked,1,0.466
15680,164,22,Refactor database query,Refactor,Must,Developer,2.1,6,10,5,17.9,14.7,0,1,0,30,0.68,1,0.81,0,Done,1,0.802
15681,463,20,Investigate API endpoint,Bug,Should,Designer,5.1,9,14,2,6.8,5.7,0,0,0,35,-1.0,1,1.0,0,To Do,0,0.841
15682,439,10,Refactor database query,Refactor,Should,DevOps,3.8,5,21,2,1.0,1.8,2,3,3,18,0.76,0,0.0,1,Blocked,0,0.279
15683,201,28,Remove API endpoint,Feature,Must,Developer,6.4,9,10,5,13.3,16.0,3,0,1,24,-0.71,1,0.66,0,Done,1,0.714
15684,135,36,Create API endpoint,Bug,Must,Developer,0.0,8,10,2,7.7,10.5,1,2,0,19,-0.25,1,1.0,1,To Do,0,0.535
15685,358,10,Optimize error handling,Refactor,Should,Developer,0.6,12,7,2,9.1,11.6,2,0,1,23,0.17,1,0.54,0,To Do,0,0.706
15686,35,27,Fix caching layer,Bug,Should,Developer,1.9,6,21,3,11.4,14.3,0,0,2,18,-0.81,0,0.43,0,Done,1,0.736
15687,229,22,Create permission check,Refactor,Must,Developer,2.8,8,7,3,9.9,12.6,3,1,1,17,0.25,0,0.33,0,In Progress,0,0.607
15688,300,28,Remove deployment script,Bug,Could,Developer,3.3,7,10,3,7.0,7.0,0,0,1,29,-0.42,0,0.54,0,Done,1,0.797
15689,338,1,Refactor API endpoint,Bug,Should,PM,0.0,9,14,2,9.2,8.1,0,1,0,5,0.38,1,0.53,0,Done,1,0.78
15690,54,27,Refactor error handling,Bug,Could,PM,3.8,12,14,5,17.1,24.0,3,0,1,13,0.11,1,0.83,0,Done,1,0.691
15691,2,30,Investigate permission check,Refactor,Could,Developer,5.4,12,14,13,38.8,33.6,2,0,0,4,-0.45,0,0.34,0,Done,1,0.803
15692,139,28,Update login flow,Feature,Should,Developer,5.8,12,14,8,24.7,21.6,0,0,1,3,0.05,1,0.37,1,Done,1,0.799
15693,60,34,Add deployment script,Chore,Must,Designer,0.0,12,14,1,3.5,2.5,0,0,0,31,0.8,1,0.68,0,Done,1,0.858
15694,254,30,Remove permission check,Feature,Should,DevOps,4.0,8,21,8,22.6,20.5,0,1,0,36,0.24,0,0.22,0,To Do,0,0.776
15695,460,40,Fix API endpoint,Feature,Should,DevOps,1.9,12,14,1,2.5,3.2,2,0,0,25,0.32,1,0.77,0,Done,1,0.75
15696,144,27,Remove documentation,Chore,Must,Developer,1.3,3,10,2,7.7,6.5,2,0,0,28,-0.04,1,0.58,0,Done,1,0.797
15697,227,18,Create permission check,Feature,Must,Developer,5.9,5,10,1,3.0,4.5,2,1,1,22,0.41,0,0.69,0,Done,1,0.628
15698,108,34,Update permission check,Bug,Must,Developer,1.4,10,10,1,3.2,4.2,2,1,0,10,0.61,0,0.31,1,Done,1,0.602
15699,22,28,Refactor login flow,Feature,Should,Designer,5.8,6,10,5,12.9,13.3,1,0,2,17,0.07,1,0.46,0,Done,1,0.775
15700,352,23,Remove UI component,Feature,Should,Designer,4.9,4,21,2,8.4,12.9,3,1,0,14,-0.32,0,0.26,0,Done,1,0.588
15701,129,24,Add permission check,Refactor,Won't,Developer,2.4,4,7,2,7.3,7.5,1,1,0,12,-0.17,1,0.68,0,Blocked,0,0.732
15702,274,15,Optimize test suite,Refactor,Should,Developer,5.3,7,14,3,5.9,6.8,1,1,1,13,0.2,0,0.0,0,Done,1,0.694
15703,342,25,Fix documentation,Feature,Must,Developer,3.0,3,14,5,15.5,14.6,2,1,0,29,0.93,1,0.64,0,Done,1,0.749
15704,420,19,Optimize error handling,Chore,Could,PM,7.0,6,7,2,5.6,3.7,0,0,0,11,-0.46,1,0.54,1,In Progress,0,0.839
15705,93,6,Add deployment script,Feature,Won't,Developer,4.4,9,10,1,7.5,10.3,3,1,1,12,-0.19,0,0.11,0,Done,1,0.579
15706,291,18,Add error handling,Chore,Should,Designer,2.2,6,14,2,4.3,2.8,1,0,0,12,-0.48,0,0.11,0,Done,1,0.831
15707,456,38,Fix UI component,Refactor,Could,Developer,6.2,11,14,5,13.6,6.4,0,0,0,7,-0.2,0,0.59,0,Done,1,0.89
15708,242,14,Create documentation,Spike,Could,Developer,1.0,8,7,1,1.0,1.8,0,2,1,9,0.94,0,0.22,0,Done,1,0.494
15709,21,28,Update deployment script,Chore,Must,QA,3.9,7,14,8,28.9,28.3,0,1,1,10,0.52,0,0.05,0,Done,1,0.75
15710,131,17,Investigate login flow,Chore,Must,PM,2.9,11,7,13,43.1,55.0,1,2,1,0,0.12,1,0.74,0,In Progress,0,0.595
15711,398,12,Remove database query,Documentation,Should,QA,5.0,8,21,3,10.6,5.5,1,0,0,33,-0.36,0,0.28,0,Done,1,0.86
15712,397,16,Optimize error handling,Chore,Won't,PM,2.0,8,10,2,4.7,5.2,1,0,0,16,-0.65,1,0.7,0,Done,1,0.777
15713,158,39,Create test suite,Chore,Must,Developer,5.9,11,14,1,1.0,1.1,0,0,1,0,-0.3,0,0.43,0,Done,1,0.799
15714,99,5,Add permission check,Feature,Could,Developer,3.0,12,14,3,7.0,8.6,1,1,0,15,0.03,1,0.67,0,In Progress,0,0.71
15715,146,27,Implement login flow,Chore,Must,Developer,2.2,10,14,13,33.4,23.1,0,1,0,14,1.0,1,0.8,0,Done,1,0.832
15716,122,34,Remove deployment script,Refactor,Should,Developer,2.3,4,14,1,1.0,1.6,1,2,0,16,-0.56,1,0.53,0,In Progress,0,0.527
15717,371,8,Investigate database query,Documentation,Should,DevOps,3.0,5,14,1,1.0,1.0,0,4,0,28,0.12,0,0.36,0,Blocked,0,0.527
15718,421,31,Fix database query,Refactor,Must,Developer,1.1,6,14,1,3.8,4.7,1,0,0,11,0.95,0,0.26,1,Done,1,0.729
15719,24,26,Implement login flow,Feature,Must,Developer,4.0,6,21,3,9.7,15.2,1,1,0,0,-0.18,0,0.08,0,Done,1,0.628
15720,371,14,Update documentation,Feature,Must,Designer,0.4,10,14,3,9.8,11.8,0,0,2,21,1.0,1,0.79,0,Done,1,0.776
15721,377,8,Investigate permission check,Feature,Must,Designer,0.0,3,14,1,6.0,7.4,1,1,0,19,0.55,0,0.19,0,In Progress,0,0.686
15722,307,38,Create database query,Bug,Must,Developer,5.2,11,14,8,22.8,18.7,0,1,0,18,0.36,0,0.0,0,Done,1,0.794
15723,436,8,Optimize API endpoint,Refactor,Should,QA,4.9,5,21,8,20.3,19.6,3,0,0,21,0.74,1,0.95,1,Done,1,0.773
15724,20,38,Refactor permission check,Feature,Should,Developer,5.8,9,10,2,2.3,1.4,1,0,0,6,0.31,0,0.4,0,Done,1,0.862
15725,350,26,Implement documentation,Feature,Must,Developer,5.4,10,14,13,35.2,45.7,2,1,0,10,0.48,0,0.39,0,Done,1,0.683
15726,64,35,Remove documentation,Feature,Must,Developer,4.2,5,14,2,7.8,11.9,2,0,1,18,-1.0,1,0.91,0,Done,1,0.674
15727,449,12,Investigate API endpoint,Chore,Should,Developer,2.0,11,14,1,1.0,1.0,1,0,0,3,-0.28,1,0.39,0,Done,1,0.793
15728,250,2,Remove test suite,Feature,Could,Designer,2.4,4,10,5,9.8,11.8,1,0,2,9,0.63,1,0.74,0,Done,1,0.751
15729,46,27,Refactor permission check,Feature,Should,Developer,7.5,4,10,13,39.7,38.6,1,0,0,20,-0.05,0,0.06,0,To Do,0,0.81
15730,374,15,Refactor API endpoint,Bug,Should,DevOps,1.9,9,14,3,7.6,8.8,2,0,0,30,0.33,1,0.8,0,In Progress,0,0.766
15731,375,23,Investigate error handling,Feature,Must,Developer,7.7,9,14,13,38.9,69.0,3,2,1,10,-1.0,1,0.76,1,Done,1,0.384
15732,233,19,Update permission check,Refactor,Could,Developer,4.3,10,14,8,24.1,26.7,0,0,2,3,0.5,0,0.0,0,Done,1,0.774
15733,156,13,Create permission check,Chore,Should,DevOps,2.3,9,14,5,12.0,14.0,1,1,0,15,0.46,1,0.29,0,Done,1,0.713
15734,9,29,Investigate deployment script,Feature,Must,Developer,2.7,12,14,8,28.5,32.4,0,1,0,18,-0.37,0,0.12,0,Blocked,0,0.721
15735,454,21,Implement caching layer,Chore,Should,Developer,4.3,10,7,8,22.2,12.2,1,1,0,15,-0.36,0,0.0,0,Done,1,0.793
15736,93,26,Fix API endpoint,Refactor,Must,DevOps,2.8,4,21,2,1.0,0.7,2,1,0,24,-0.48,1,0.79,0,In Progress,0,0.778
15737,422,27,Update UI component,Feature,Must,Developer,1.3,8,14,5,18.4,22.7,2,0,1,7,-0.35,0,0.13,0,Done,1,0.699
15738,295,28,Optimize test suite,Feature,Should,QA,2.3,11,14,5,16.4,25.2,1,1,0,22,-0.09,0,0.15,0,Done,1,0.621
15739,343,14,Implement error handling,Feature,Must,Developer,2.6,3,14,3,3.9,5.9,3,0,1,14,-0.17,1,0.69,0,Done,1,0.651
15740,348,31,Improve UI component,Feature,Must,Developer,8.2,5,14,2,1.8,3.4,2,4,1,22,0.72,0,0.23,0,Blocked,0,0.3
15741,430,9,Remove database query,Feature,Should,PM,4.8,6,14,3,13.7,20.3,1,2,0,17,-1.0,0,0.36,1,Done,1,0.496
15742,17,38,Create deployment script,Spike,Must,Developer,7.9,4,14,1,1.0,1.4,2,1,0,8,-0.28,0,0.04,0,In Progress,0,0.646
